customer_id,age,gender,income_bucket,orders_last_12m,recency_days,avg_order_value,website_visits_30d,email_opens_90d,top_category,cat_share_electronics,cat_share_apparel,cat_share_home,cat_share_beauty,cat_share_groceries,cat_share_sports,discount_exposed_30d,feedback_text,purchase_next_30d
3457,28,F,Low,1,760,20.67,0,3,Groceries,0.213,0.121,0.1,0.153,0.358,0.055,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3458,28,F,Mid,9,47,152.78,6,7,Apparel,0.218,0.398,0.031,0.087,0.207,0.058,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3459,43,F,Low,6,60,53.06,7,3,Groceries,0.063,0.36,0.071,0.03,0.432,0.045,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3460,37,F,Mid,10,33,32.23,15,6,Electronics,0.631,0.051,0.039,0.036,0.217,0.025,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3461,37,M,Mid,8,52,49.73,7,11,Groceries,0.065,0.093,0.006,0.262,0.306,0.268,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3462,51,F,Mid,11,86,30.92,14,5,Sports,0.124,0.123,0.054,0.278,0.135,0.286,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3463,37,M,Mid,1,726,32.57,2,10,Home,0.153,0.046,0.415,0.066,0.176,0.144,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3464,45,F,Low,4,95,45.71,8,2,Electronics,0.415,0.114,0.043,0.116,0.177,0.135,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3465,26,M,Low,0,795,27.53,0,9,Groceries,0.034,0.276,0.057,0.038,0.401,0.194,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3466,38,M,High,13,108,86.67,4,11,Sports,0.162,0.198,0.097,0.109,0.074,0.361,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3467,44,F,Low,1,346,35.29,1,5,Beauty,0.216,0.077,0.17,0.307,0.196,0.033,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3468,45,F,Low,3,105,174.9,6,5,Beauty,0.277,0.097,0.142,0.333,0.083,0.067,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3469,39,F,Low,1,342,27.22,0,6,Home,0.149,0.12,0.324,0.224,0.154,0.029,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3470,54,M,High,7,138,245.42,4,7,Beauty,0.219,0.036,0.011,0.567,0.152,0.016,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3471,30,M,Mid,14,20,44.37,7,5,Electronics,0.408,0.008,0.299,0.118,0.101,0.065,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3472,18,F,Low,6,121,132.59,5,5,Home,0.053,0.085,0.451,0.139,0.156,0.116,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3473,39,M,Mid,10,66,41.58,18,5,Beauty,0.072,0.021,0.015,0.795,0.012,0.086,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
3474,22,F,Low,8,98,218.14,3,6,Sports,0.305,0.032,0.074,0.009,0.031,0.549,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3475,25,F,Low,6,79,184.17,2,4,Sports,0.208,0.213,0.059,0.14,0.142,0.238,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3476,43,M,Mid,12,81,36.73,14,3,Electronics,0.432,0.088,0.079,0.031,0.344,0.026,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3477,28,F,Low,3,615,37.6,1,5,Beauty,0.056,0.082,0.041,0.316,0.199,0.306,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3478,35,M,High,10,80,44.89,11,9,Home,0.227,0.195,0.466,0.01,0.066,0.036,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3479,42,F,Low,10,165,98.13,10,7,Electronics,0.381,0.282,0.041,0.176,0.035,0.084,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3480,47,M,Mid,7,55,64.35,14,2,Apparel,0.14,0.236,0.146,0.138,0.227,0.113,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
3481,45,F,Mid,4,43,41.55,7,1,Beauty,0.068,0.124,0.195,0.426,0.044,0.143,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3482,40,M,Mid,6,91,86.46,8,7,Home,0.085,0.255,0.433,0.104,0.09,0.034,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3483,45,F,Mid,2,48,147.43,6,4,Groceries,0.038,0.074,0.14,0.227,0.28,0.241,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3484,38,M,Mid,12,21,39.03,12,3,Home,0.168,0.023,0.515,0.043,0.101,0.151,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
3485,41,F,Low,2,354,29.69,1,7,Electronics,0.438,0.298,0.025,0.022,0.029,0.188,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3486,31,M,Mid,3,31,41.41,13,3,Home,0.186,0.261,0.435,0.023,0.024,0.071,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
3487,41,M,Low,4,111,213.51,7,5,Apparel,0.02,0.361,0.185,0.176,0.235,0.023,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3488,29,M,Mid,11,6,50.46,9,4,Apparel,0.225,0.362,0.315,0.028,0.065,0.004,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3489,45,F,Low,6,100,191.64,4,6,Electronics,0.3,0.082,0.118,0.033,0.249,0.218,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3490,24,F,Mid,4,87,222.05,5,6,Apparel,0.123,0.56,0.029,0.112,0.159,0.017,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
3491,30,F,Mid,2,534,28.1,0,5,Home,0.148,0.223,0.341,0.096,0.045,0.147,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3492,42,M,High,6,153,89.28,6,1,Beauty,0.18,0.163,0.045,0.324,0.212,0.076,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3493,40,M,Mid,2,38,99.68,10,5,Sports,0.04,0.029,0.088,0.087,0.269,0.487,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3494,40,F,Mid,2,71,229.86,4,9,Apparel,0.025,0.394,0.024,0.06,0.144,0.354,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3495,34,M,High,7,38,145.52,5,2,Apparel,0.026,0.508,0.015,0.113,0.073,0.265,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
3496,24,F,High,5,98,41.09,11,4,Sports,0.167,0.046,0.187,0.068,0.152,0.38,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3497,50,M,Low,1,446,30.49,0,8,Electronics,0.26,0.171,0.147,0.091,0.167,0.164,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3498,41,F,High,11,82,49.25,17,6,Apparel,0.163,0.267,0.134,0.189,0.061,0.186,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
3499,35,F,High,11,31,46.17,6,5,Apparel,0.037,0.482,0.017,0.217,0.16,0.087,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3500,35,F,Mid,6,24,56.41,8,5,Groceries,0.154,0.047,0.21,0.178,0.219,0.193,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
3501,43,M,Mid,3,149,106.6,3,5,Apparel,0.121,0.384,0.169,0.174,0.084,0.069,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3502,46,F,Low,5,70,62.13,9,9,Home,0.035,0.074,0.659,0.003,0.14,0.088,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3503,44,F,Low,6,34,192.68,4,4,Groceries,0.115,0.317,0.003,0.111,0.387,0.066,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3504,36,F,High,4,90,220.88,10,6,Electronics,0.363,0.155,0.01,0.264,0.134,0.074,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
3505,34,M,Low,2,319,35.62,0,4,Home,0.23,0.004,0.268,0.218,0.26,0.021,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3506,18,M,Mid,0,452,24.87,1,6,Sports,0.019,0.073,0.106,0.135,0.331,0.336,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3507,33,M,Low,4,83,212.19,4,9,Sports,0.102,0.047,0.235,0.247,0.068,0.3,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3508,42,F,Mid,0,661,21.94,0,7,Beauty,0.012,0.157,0.255,0.418,0.043,0.115,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3509,18,F,Low,1,678,27.12,0,9,Beauty,0.003,0.029,0.193,0.351,0.135,0.289,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3510,31,F,Mid,2,93,257.27,2,6,Groceries,0.142,0.056,0.088,0.089,0.514,0.112,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",1
3511,29,F,Low,4,773,36.6,1,2,Home,0.178,0.136,0.361,0.128,0.065,0.132,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3512,38,F,Mid,5,92,47.91,7,8,Home,0.196,0.011,0.415,0.061,0.183,0.134,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3513,48,F,Mid,10,60,35.46,19,4,Beauty,0.226,0.017,0.262,0.264,0.12,0.111,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3514,43,M,Mid,11,90,46.2,6,7,Sports,0.185,0.142,0.125,0.016,0.01,0.521,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3515,18,F,Mid,8,88,264.91,4,3,Apparel,0.021,0.432,0.109,0.145,0.049,0.243,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3516,54,M,Low,6,20,187.21,6,2,Apparel,0.246,0.553,0.072,0.067,0.021,0.042,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3517,36,F,High,7,157,85.02,9,3,Groceries,0.24,0.025,0.31,0.084,0.32,0.021,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3518,45,F,Mid,10,15,214.48,7,7,Beauty,0.076,0.214,0.217,0.341,0.037,0.115,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3519,27,F,Low,0,790,28.15,0,4,Groceries,0.189,0.146,0.14,0.187,0.279,0.06,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3520,30,M,Mid,6,173,108.18,6,3,Sports,0.205,0.015,0.099,0.166,0.096,0.419,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3521,26,F,Low,6,68,228.06,8,6,Beauty,0.014,0.253,0.104,0.499,0.116,0.014,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3522,39,F,Mid,9,44,33.74,11,10,Groceries,0.044,0.037,0.293,0.169,0.453,0.003,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3523,28,M,Mid,2,531,35.28,2,4,Beauty,0.153,0.187,0.035,0.275,0.171,0.178,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3524,46,F,Mid,2,43,199.53,2,5,Apparel,0.027,0.46,0.24,0.026,0.149,0.097,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3525,41,F,Mid,0,339,27.31,1,10,Home,0.279,0.226,0.372,0.04,0.027,0.057,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3526,40,F,Mid,0,555,28.19,1,2,Electronics,0.625,0.191,0.06,0.05,0.019,0.055,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3527,35,M,Low,1,90,74.82,5,4,Sports,0.013,0.064,0.174,0.281,0.147,0.322,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3528,37,F,Mid,7,5,36.5,9,7,Sports,0.057,0.281,0.085,0.017,0.141,0.419,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3529,49,M,Low,1,575,39.1,2,4,Electronics,0.613,0.026,0.139,0.076,0.123,0.023,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3530,34,F,Mid,3,29,245.15,1,9,Electronics,0.436,0.39,0.01,0.016,0.037,0.112,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",1
3531,31,M,Low,1,706,30.36,1,7,Electronics,0.589,0.127,0,0.249,0.009,0.026,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3532,18,M,Mid,0,453,23.33,2,7,Apparel,0.01,0.712,0.009,0.036,0.079,0.154,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3533,38,F,Mid,12,72,45.16,12,5,Beauty,0.169,0.214,0.188,0.259,0.158,0.013,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3534,40,F,Mid,7,112,229.01,2,2,Electronics,0.399,0.058,0.093,0.202,0.082,0.166,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3535,42,F,Mid,11,128,85.02,11,5,Home,0.369,0.053,0.466,0.044,0.019,0.048,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3536,42,F,High,14,47,27.57,15,7,Groceries,0.136,0.264,0.097,0.026,0.375,0.101,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3537,29,F,Low,12,11,39.86,11,4,Beauty,0.18,0.112,0.211,0.406,0.03,0.061,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3538,28,F,Mid,12,7,38.98,12,2,Electronics,0.449,0.227,0.017,0.217,0.038,0.053,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
3539,46,F,Mid,8,33,39.76,8,3,Beauty,0.038,0.115,0.273,0.402,0.02,0.151,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3540,38,F,High,2,389,28.68,1,4,Apparel,0.046,0.499,0.134,0.008,0.268,0.044,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3541,47,F,Low,9,68,65.3,6,3,Apparel,0.124,0.421,0.273,0.003,0.177,0.002,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
3542,43,F,High,7,28,45.5,14,5,Home,0.013,0.073,0.766,0.111,0.036,0.001,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3543,25,F,Mid,2,496,37.74,1,5,Groceries,0.066,0.091,0.232,0.019,0.38,0.212,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3544,51,M,Low,9,147,79.17,8,3,Home,0.183,0.236,0.368,0.052,0.052,0.109,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3545,30,M,Mid,7,99,55.9,7,1,Beauty,0.197,0.102,0.056,0.58,0.041,0.024,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3546,42,F,High,4,60,87.14,7,4,Beauty,0.072,0.05,0.157,0.584,0.071,0.066,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3547,29,M,Mid,7,6,43.96,14,3,Sports,0.269,0.092,0.025,0.128,0.192,0.295,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
3548,33,M,Mid,10,8,44.53,11,2,Apparel,0.251,0.415,0.096,0.169,0.02,0.05,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3549,38,F,High,6,100,80.15,3,6,Beauty,0.083,0.199,0.215,0.458,0.031,0.014,0,"For the money I paid, this product was not worth it and I felt disappointed.",1
3550,27,F,Low,4,27,183.51,4,3,Apparel,0.094,0.363,0.067,0.266,0.097,0.113,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3551,49,M,Mid,1,739,33.23,0,7,Sports,0.019,0.166,0.032,0.07,0.077,0.636,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
